Ticker,Short Name,GICS Sector,GICS Ind Name,Curr Adj Mkt Cap,Mrkt Cap Sum,Weight,EV,ESG Score,UN Glob Comp Sign,% Women on Bd,GHG Scp 1 Est,GHG Scp 1 2 Watrfll Per Sale,Cntry Terrtry Of Rsk,Clmt Rsk Phys Lvl,Clmt Rsk Phys Cat,Fossl Fl Op Rev Pct,Oil Op Rev Pct,Coal Op Rev Pct,Tgt Temp Rise Scp 1 And 2 ST,Comp Clm Sci Bse Emiss Targts,Comp Clm Net 0 Emiss Tgt,Invt In Sustain Prods
CBA AT,COMMONW BK AUSTR,Financials,Banks,131196.2404,99429445.9,0.0013,#N/A N/A,4.760000229,Y,50,8.066,0.252,AU,94,High Risk,0,0,0,3.2,N,Y,#N/A N/A
SCHW UN,SCHWAB (CHARLES),Financials,Capital Markets,130440.2862,99429445.9,0.0013,163287.2862,3.420000076,#N/A N/A,29.41180038,9.295,5.143,US,97,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
HON UW,HONEYWELL INTL,Industrials,Industrial Conglomerates,130054.7707,99429445.9,0.0013,145001.7707,5.760000229,#N/A N/A,33.33330154,1071.877,53.433,US,81,High Risk,0,0,0,3.2,Y,#N/A N/A,#N/A N/A
SYK UN,STRYKER CORP,Health Care,Health Care Equipment & Suppli,129401.0206,99429445.9,0.0013,140394.0206,5.809999943,#N/A N/A,40,67.35,10.142,US,82,High Risk,0,0,0,1.72,#N/A N/A,#N/A N/A,#N/A N/A
INTC UW,INTEL CORP,Information Technology,Semiconductors & Semiconductor,129004.5143,99429445.9,0.0013,158787.5143,6.309999943,Y,41.66669846,988.469,17.802,US,76,Moderate Risk,0,0,0,3.2,Y,Y,#N/A N/A
8306 JT,MITSUBISHI UFJ F,Financials,Banks,128298.0238,99429445.9,0.0013,#N/A N/A,4.079999924,Y,26.66670036,36.485,3.566,JP,96,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
BKNG UW,BOOKING HOLDINGS,Consumer Discretionary,"Hotels, Restaurants & Leisure",127652.0187,99429445.9,0.0013,128780.0187,4.010000229,#N/A N/A,33.33330154,5.079,0.2,US,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
ABI BB,ANHEUSER-BUSCH I,Consumer Staples,Beverages,126122.0114,99429445.9,0.0013,204554.3803,3.75,Y,33.33330154,2617.736,61.735,BE,82,High Risk,0,0,0,1.64,Y,Y,#N/A N/A
T UN,AT&T INC,Communication Services,Diversified Telecommunication,125442.0385,99429445.9,0.0013,288032.0385,5.579999924,#N/A N/A,30,962.376,47.053,US,80,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
LRCX UW,LAM RESEARCH,Information Technology,Semiconductors & Semiconductor,124446.291,99429445.9,0.0013,123757.51,6.28000021,#N/A N/A,30,495.506,37.789,US,77,Moderate Risk,0,0,0,1.69,#N/A N/A,Y,#N/A N/A
LOW UN,LOWE'S COS INC,Consumer Discretionary,Specialty Retail,123107.1693,99429445.9,0.0012,159833.1693,5.510000229,#N/A N/A,36.36360168,459.395,19.458,US,70,Moderate Risk,0,0,0,1.63,#N/A N/A,Y,#N/A N/A
DELL UN,DELL TECHN-C,Information Technology,"Technology Hardware, Storage &",121800.4289,99429445.9,0.0012,141352.4289,3.25,#N/A N/A,25,43.865,4.623,US,83,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
SAN FP,SANOFI,Health Care,Pharmaceuticals,121583.3134,99429445.9,0.0012,120828.7316,4.400000095,#N/A N/A,37.5,360.354,9.697,US,82,High Risk,0,0,0,1.51,Y,Y,#N/A N/A
300750 C2,CONTEMPORARY A-A,Industrials,Electrical Equipment,121249.46,99429445.9,0.0012,816392.9457,4.840000153,Y,22.22220039,650.226,40.234,CN,92,High Risk,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
PGR UN,PROGRESSIVE CORP,Financials,Insurance,120993.5728,99429445.9,0.0012,127728.7728,2.089999914,#N/A N/A,50,55.648,2.283,US,#N/A N/A,#N/A N/A,0,0,0,2.57,#N/A N/A,#N/A N/A,#N/A N/A
RIO AT,RIO TINTO LTD,Materials,Metals & Mining,119111.0015,99429445.9,0.0012,124424.5133,6.739999771,Y,30.76919937,23178.057,652.331,AU,89,High Risk,0,0,0,3.2,N,Y,#N/A N/A
RIO LN,RIO TINTO PLC,Materials,Metals & Mining,119053.6867,99429445.9,0.0012,124387.0915,6.690000057,Y,30.76919937,23159.117,652.331,AU,87,High Risk,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
DTE GY,DEUTSCHE TELEKOM,Communication Services,Diversified Telecommunication,118971.1142,99429445.9,0.0012,275384.9537,4.699999809,Y,45,214.899,1.938,DE,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
600036 C1,CHINA MERCH BK-A,Financials,Banks,118618.5343,99429445.9,0.0012,#N/A N/A,3.069999933,N,0,15.436,6.798,CN,96,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
3968 HK,CM BANK-H,Financials,Banks,118609.3124,99429445.9,0.0012,#N/A N/A,3.069999933,N,0,15.436,6.798,CN,96,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
C UN,CITIGROUP INC,Financials,Banks,118452,99429445.9,0.0012,322833.0744,4.28000021,Y,53.84619904,57.923,3.43,US,93,High Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
ELV UN,ELEVANCE HEALTH,Health Care,Health Care Providers & Servic,118284.4251,99429445.9,0.0012,108570.4251,6.300000191,#N/A N/A,45.45449829,16.934,0.756,US,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
TJX UN,TJX COS INC,Consumer Discretionary,Specialty Retail,117580.0292,99429445.9,0.0012,125163.0292,3.329999924,#N/A N/A,50,133.369,15.534,US,78,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
UPS UN,UNITED PARCEL-B,Industrials,Air Freight & Logistics,116706.796,99429445.9,0.0012,136580.5736,3.720000029,#N/A N/A,41.66669846,15390.118,190.364,US,75,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
601088 C1,CHINA SHENHUA-A,Energy,"Oil, Gas & Consumable Fuels",114452.4386,99429445.9,0.0012,786536.732,3.130000114,N,12.5,152764.371,4267.073,CN,86,High Risk,72.0716,0,72.0716,3.2,N,Y,#N/A N/A
1088 HK,CHINA SHENHUA-H,Energy,"Oil, Gas & Consumable Fuels",114443.5407,99429445.9,0.0012,786536.7426,3.130000114,N,12.5,152764.371,4267.073,CN,86,High Risk,72.0716,0,72.0716,3.2,N,Y,#N/A N/A
BLK UN,BLACKROCK INC,Financials,Capital Markets,113983.2308,99429445.9,0.0011,118261.2308,5.909999847,Y,29.41180038,4.775,1.613,US,91,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,46000
ADI UW,ANALOG DEVICES,Information Technology,Semiconductors & Semiconductor,113847.0335,99429445.9,0.0011,119591.5352,4.929999828,#N/A N/A,33.33330154,171.939,36.108,US,86,High Risk,0,0,0,1.51,#N/A N/A,Y,#N/A N/A
VRTX UW,VERTEX PHARM,Health Care,Biotechnology,113504.7823,99429445.9,0.0011,104054.7823,3.220000029,#N/A N/A,36.36360168,9.635,1.376,US,82,High Risk,0,0,0,1.87,Y,#N/A N/A,#N/A N/A
ALV GY,ALLIANZ SE-REG,Financials,Insurance,112822.428,99429445.9,0.0011,141492.7338,4.349999905,Y,41.66669846,26.501,0.499,DE,90,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
LMT UN,LOCKHEED MARTIN,Industrials,Aerospace & Defense,110733.8528,99429445.9,0.0011,127361.8528,5.21999979,#N/A N/A,30.76919937,284.187,10.886,US,83,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
BSX UN,BOSTON SCIENTIFC,Health Care,Health Care Equipment & Suppli,110410.5062,99429445.9,0.0011,119324.5062,5.46999979,#N/A N/A,36.36360168,66.212,7.785,US,82,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
6861 JT,KEYENCE CORP,Information Technology,"Electronic Equipment, Instrume",108488.9435,99429445.9,0.0011,15867441.11,2.529999971,N,11.1111002,7.953,0.578,JP,94,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
CB UN,CHUBB LTD,Financials,Insurance,107768.6013,99429445.9,0.0011,125796.6013,2.400000095,Y,30.76919937,24.988,0.682,US,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
UBSG SE,UBS GROUP AG,Financials,Capital Markets,107665.984,99429445.9,0.0011,87553.94547,4.619999886,Y,33.33330154,29.277,0.736,CH,63,Moderate Risk,0,0,0,0,Y,Y,#N/A N/A
MDT UN,MEDTRONIC PLC,Health Care,Health Care Equipment & Suppli,106889.7144,99429445.9,0.0011,124127.9926,5.739999771,N,36.36360168,120.413,8.563,US,82,High Risk,0,0,0,0.8,Y,Y,#N/A N/A
REGN UW,REGENERON PHARM,Health Care,Biotechnology,106262.8991,99429445.9,0.0011,91467.89909,3.660000086,N,30.76919937,60.114,8.203,US,88,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
BA UN,BOEING CO/THE,Industrials,Aerospace & Defense,106152.86,99429445.9,0.0011,146556.86,4.539999962,#N/A N/A,30.76919937,684.614,19.681,US,83,High Risk,0,0,0,2.11,#N/A N/A,#N/A N/A,#N/A N/A
KLAC UW,KLA CORP,Information Technology,Semiconductors & Semiconductor,103936.6566,99429445.9,0.001,106466.0406,5.260000229,N,30,6.944,4.476,US,86,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
8035 JT,TOKYO ELECTRON,Information Technology,Semiconductors & Semiconductor,103837.4576,99429445.9,0.001,15811451.29,6.139999866,Y,33.33330154,15.212,2.708,JP,83,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
600028 C1,CHINA PETROLEU-A,Energy,"Oil, Gas & Consumable Fuels",103694.1632,99429445.9,0.001,1220146.426,4.570000172,Y,11.1111002,138134.915,410.009,CN,90,High Risk,83.6535,83.6535,0,3.2,N,N,#N/A N/A
386 HK,SINOPEC CORP-H,Energy,"Oil, Gas & Consumable Fuels",103686.1016,99429445.9,0.001,1220146.436,4.570000172,Y,11.1111002,138134.915,410.009,CN,90,High Risk,83.6535,83.6535,0,3.2,N,N,#N/A N/A
000660 KP,SK HYNIX INC,Information Technology,Semiconductors & Semiconductor,103598.0177,99429445.9,0.001,164723643.8,4.800000191,#N/A N/A,20,2013.107,329.139,KR,86,High Risk,0,0,0,2.57,#N/A N/A,#N/A N/A,#N/A N/A
BP/ LN,BP PLC,Energy,"Oil, Gas & Consumable Fuels",103293.7488,99429445.9,0.001,150169.4826,6.329999924,Y,50,30207.291,165.193,US,82,High Risk,100,76.8585,0,1.87,#N/A N/A,Y,3800
ABBN SE,ABB LTD-REG,Industrials,Electrical Equipment,102688.7534,99429445.9,0.001,106439.008,5.559999943,Y,30,149.351,5.066,CH,82,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
601318 C1,PING AN INSURA-A,Financials,Insurance,102559.3205,99429445.9,0.001,2583164.563,2.980000019,#N/A N/A,20,10.553,4.116,CN,90,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
2318 HK,PING AN,Financials,Insurance,102551.3469,99429445.9,0.001,2583164.57,2.980000019,#N/A N/A,20,10.553,4.116,CN,90,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
AI FP,AIR LIQUIDE SA,Materials,Chemicals,102514.0759,99429445.9,0.001,105778.6836,3.960000038,Y,42.85710144,16315.484,1362.54,FR,82,High Risk,0,0,0,1.13,Y,Y,#N/A N/A
DE UN,DEERE & CO,Industrials,Machinery,102304.9929,99429445.9,0.001,106088.9929,5.53000021,#N/A N/A,33.33330154,451.453,12.086,US,80,Moderate Risk,0,0,0,3.2,Y,#N/A N/A,#N/A N/A
2628 HK,CHINA LIFE-H,Financials,Insurance,101269.1569,99429445.9,0.001,683293.282,1.74000001,#N/A N/A,25,34.818,15.677,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
MMC UN,MARSH & MCLENNAN,Financials,Insurance,101057.6975,99429445.9,0.001,115184.6975,3.650000095,#N/A N/A,30.76919937,28.645,5.232,US,#N/A N/A,#N/A N/A,0,0,0,2.04,#N/A N/A,#N/A N/A,#N/A N/A
6758 JT,SONY GROUP CORP,Consumer Discretionary,Household Durables,100797.9458,99429445.9,0.001,17747132.8,4.820000172,N,40,183.482,11.776,JP,84,High Risk,0,0,0,2.36,Y,Y,#N/A N/A
EL FP,ESSILORLUXOTTICA,Health Care,Health Care Equipment & Suppli,100611.0061,99429445.9,0.001,102566.5841,3.25,Y,42.85710144,201.907,26.112,FR,79,Moderate Risk,0,0,0,0,Y,Y,#N/A N/A
PLD UN,PROLOGIS INC,Real Estate,Industrial REITs,99037.53268,99429445.9,0.001,132765.0237,5.260000229,#N/A N/A,27.27269936,5.572,1.346,US,78,Moderate Risk,0,0,0,2.08,#N/A N/A,#N/A N/A,#N/A N/A
SAF FP,SAFRAN SA,Industrials,Aerospace & Defense,99021.55818,99429445.9,0.001,91304.30367,3.910000086,Y,43.75,174.74,16.108,FR,86,High Risk,0,0,0,2.14,#N/A N/A,Y,#N/A N/A
BHARTI IS,BHARTI AIRTEL,Communication Services,Wireless Telecommunication Ser,98590.8936,99429445.9,0.001,10433149.41,4.610000134,Y,27.27269936,52.669,64.007,IN,87,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
ADP UW,AUTOMATIC DATA,Industrials,Professional Services,98383.40393,99429445.9,0.001,98397.6433,3.359999895,#N/A N/A,41.66669846,13.077,5.445,US,82,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
TD CT,TORONTO-DOM BANK,Financials,Banks,97501.87269,99429445.9,0.001,#N/A N/A,3.940000057,N,43.75,50.185,0.676,CA,86,High Risk,0,0,0,1.69,#N/A N/A,Y,#N/A N/A
PETR3 BS,PETROBRAS,Energy,"Oil, Gas & Consumable Fuels",97081.35747,99429445.9,0.001,725316.7802,5.53000021,Y,9.090909958,44164.893,468.22,BR,83,High Risk,100,92.339,0,2.57,#N/A N/A,Y,#N/A N/A
PETR4 BS,PETROBRAS-PREF,Energy,"Oil, Gas & Consumable Fuels",97081.35747,99429445.9,0.001,725316.7802,5.53000021,Y,9.090909958,44164.893,468.22,BR,83,High Risk,100,92.339,0,2.57,#N/A N/A,Y,#N/A N/A
PANW UW,PALO ALTO NETWOR,Information Technology,Software,96196.123,99429445.9,0.001,91333.623,5.590000153,#N/A N/A,40,1.297,2.087,US,#N/A N/A,#N/A N/A,0,0,0,1.33,Y,Y,#N/A N/A
PRX NA,PROSUS NV,Consumer Discretionary,Broadline Retail,95530.01498,99429445.9,0.001,91608.20514,6.300000191,Y,37.5,0.031,0.015,CN,#N/A N/A,#N/A N/A,0,0,0,0,Y,Y,#N/A N/A
ANET UN,ARISTA NETWORKS,Information Technology,Communications Equipment,95428.46393,99429445.9,0.001,90486.01493,3.140000105,N,37.5,1.287,3.019,US,81,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
CI UN,THE CIGNA GROUP,Health Care,Health Care Providers & Servic,94380.74609,99429445.9,0.0009,117770.7461,4.320000172,#N/A N/A,33.33330154,16.24,0.679,US,99,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
ICICIBC IS,ICICI BANK LTD,Financials,Banks,94057.57415,99429445.9,0.0009,#N/A N/A,3.940000057,N,16.66670036,23.079,8.671,IN,72,Moderate Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
CFR SE,CIE FINANCI-REG,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",93388.45556,99429445.9,0.0009,83141.38286,2.99000001,#N/A N/A,#N/A N/A,14.606,3.898,CH,86,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
ABNB UW,AIRBNB INC-A,Consumer Discretionary,"Hotels, Restaurants & Leisure",93154.4974,99429445.9,0.0009,84332.17609,2.609999895,#N/A N/A,22.22220039,1.74,0.953,US,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
6501 JT,HITACHI LTD,Industrials,Industrial Conglomerates,92894.29453,99429445.9,0.0009,14855808.67,6.440000057,Y,16.66670036,484.085,20.248,JP,82,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
SCCO UN,SOUTHERN COPPER,Materials,Metals & Mining,92184.27575,99429445.9,0.0009,97679.57575,4.119999886,#N/A N/A,0,1906.157,376.308,MX,86,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
KKR UN,KKR & CO INC,Financials,Capital Markets,92112.29791,99429445.9,0.0009,203118.1849,4.179999828,#N/A N/A,#N/A N/A,1.042,0.193,US,84,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
GSK LN,GSK PLC,Health Care,Pharmaceuticals,91362.41743,99429445.9,0.0009,84773.41624,6.150000095,Y,41.66669846,556.485,18.494,US,80,High Risk,0,0,0,1.67,Y,Y,#N/A N/A
MDLZ UW,MONDELEZ INTER-A,Consumer Staples,Food Products,90501.49294,99429445.9,0.0009,108725.4929,6.650000095,#N/A N/A,30,979.704,35.579,US,80,High Risk,0,0,0,2.27,Y,Y,#N/A N/A
600900 C1,CHINA YANGTZE-A,Utilities,Independent Power and Renewabl,90327.32266,99429445.9,0.0009,965216.8356,4.320000172,N,0,4.775,3.475,CN,88,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
CSL AT,CSL LTD,Health Care,Biotechnology,89361.06783,99429445.9,0.0009,102376.2168,4.510000229,N,44.44440079,109.543,26.402,US,89,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
AMT UN,AMERICAN TOWER C,Real Estate,Specialized REITs,88683.22586,99429445.9,0.0009,140749.0259,4.570000172,#N/A N/A,41.66669846,677.088,120.847,US,97,High Risk,0,0,0,2.49,#N/A N/A,#N/A N/A,#N/A N/A
SBUX UW,STARBUCKS CORP,Consumer Discretionary,"Hotels, Restaurants & Leisure",88628.616,99429445.9,0.0009,110674.394,3.769999981,Y,28.57139969,516.924,20.391,US,78,Moderate Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
SBIN IS,STATE BANK IND,Financials,Banks,88531.30765,99429445.9,0.0009,#N/A N/A,2.970000029,#N/A N/A,7.692309856,0.639,16.996,IN,94,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
ATCOA SS,ATLAS COPCO-A,Industrials,Machinery,88128.52437,99429445.9,0.0009,951353.7472,5.260000229,Y,30,73.358,7.439,SE,85,High Risk,0,0,0,3.2,Y,#N/A N/A,#N/A N/A
ATCOB SS,ATLAS COPCO-B,Industrials,Machinery,88128.52437,99429445.9,0.0009,951353.7472,5.260000229,Y,30,73.358,7.439,SE,85,High Risk,0,0,0,3.2,Y,#N/A N/A,#N/A N/A
9432 JT,NIPPON TELEGRAPH,Communication Services,Diversified Telecommunication,87949.95804,99429445.9,0.0009,24561794.16,5.920000076,Y,30,168.403,27.173,JP,88,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
002594 C2,BYD CO LTD -A,Consumer Discretionary,Automobiles,87881.58421,99429445.9,0.0009,599580.4206,2.710000038,#N/A N/A,16.66670036,647.038,156.768,CN,86,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
1211 HK,BYD COMPANY,Consumer Discretionary,Automobiles,87874.75173,99429445.9,0.0009,599580.4268,2.710000038,#N/A N/A,16.66670036,647.038,156.768,CN,86,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
8058 JT,MITSUBISHI CORP,Industrials,Trading Companies & Distributo,87740.71468,99429445.9,0.0009,19135471.72,2.960000038,Y,22.22220039,21687.123,138.797,JP,83,High Risk,27.4595,27.4595,0,3.2,N,Y,#N/A N/A
SNPS UW,SYNOPSYS INC,Information Technology,Software,87612.0263,99429445.9,0.0009,86632.7243,5.389999866,#N/A N/A,30,7.73,10.028,US,86,High Risk,0,0,0,1.69,#N/A N/A,#N/A N/A,#N/A N/A
HCA UN,HCA HEALTHCARE I,Health Care,Health Care Providers & Servic,87565.74105,99429445.9,0.0009,131269.7411,3.920000076,#N/A N/A,30,830.463,33.695,US,47,Low Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
3690 HK,MEITUAN-W,Consumer Discretionary,"Hotels, Restaurants & Leisure",86856.45974,99429445.9,0.0009,543650.5252,2.50999999,#N/A N/A,14.28569984,6.889,7.482,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
FI UN,FISERV INC,Financials,Financial Services,86723.79962,99429445.9,0.0009,110705.0976,3.420000076,Y,33.33330154,16.933,7.264,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
MELI UW,MERCADOLIBRE INC,Consumer Discretionary,Broadline Retail,86375.51332,99429445.9,0.0009,85411.51332,5.440000057,#N/A N/A,22.22220039,73.47,43.634,BR,87,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
1299 HK,AIA,Financials,Insurance,85950.49353,99429445.9,0.0009,90174.99109,3.25999999,Y,23.07690048,3.463,1.408,HK,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
CMG UN,CHIPOTLE MEXICAN,Consumer Discretionary,"Hotels, Restaurants & Leisure",85000.59673,99429445.9,0.0009,87738.22573,4.230000019,#N/A N/A,40,119.752,22.554,US,80,High Risk,0,0,0,3.2,Y,#N/A N/A,#N/A N/A
EQNR NO,EQUINOR ASA,Energy,"Oil, Gas & Consumable Fuels",84976.84975,99429445.9,0.0009,73234.94233,6.289999962,Y,40,11420.679,147.761,NO,81,High Risk,99.9813,99.9813,0,2.28,#N/A N/A,Y,#N/A N/A
SO UN,SOUTHERN CO,Utilities,Electric Utilities,84976.39232,99429445.9,0.0009,153203.3923,5.710000038,#N/A N/A,26.66670036,78426.637,3404.3,US,89,High Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
8316 JT,SMFG,Financials,Banks,84449.61051,99429445.9,0.0008,#N/A N/A,3.880000114,Y,13.33329964,16.654,4.132,JP,98,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
IBE SQ,IBERDROLA SA,Utilities,Electric Utilities,84111.29933,99429445.9,0.0008,141951.4519,5.71999979,Y,42.85710144,11122.203,250.013,ES,85,High Risk,0,0,0,1.04,Y,Y,#N/A N/A
BNP FP,BNP PARIBAS,Financials,Banks,83096.89592,99429445.9,0.0008,#N/A N/A,4.25,Y,46.15380096,52.4,1.459,FR,67,Moderate Risk,0,0,0,3.2,Y,Y,#N/A N/A
WM UN,WASTE MANAGEMENT,Industrials,Commercial Services & Supplies,82518.83658,99429445.9,0.0008,98290.83658,4.900000095,#N/A N/A,33.33330154,15018.313,814.332,US,81,High Risk,0,0,0,2.05,#N/A N/A,#N/A N/A,#N/A N/A
9984 JT,SOFTBANK GROUP C,Communication Services,Wireless Telecommunication Ser,82158.3821,99429445.9,0.0008,30317618.22,4.03000021,N,11.1111002,15.416,12.684,JP,85,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
SAN SQ,BANCO SANTANDER,Financials,Banks,82137.78881,99429445.9,0.0008,#N/A N/A,5.800000191,Y,40,26.814,0.376,ES,86,High Risk,0,0,0,0.16,Y,Y,#N/A N/A
BMY UN,BRISTOL-MYER SQB,Health Care,Pharmaceuticals,81955.65688,99429445.9,0.0008,129385.6569,5.260000229,#N/A N/A,33.33330154,186.191,8.091,US,87,High Risk,0,0,0,2.22,#N/A N/A,#N/A N/A,#N/A N/A
INVEA SS,INVESTOR AB-A,Financials,Financial Services,81734.81407,99429445.9,0.0008,916948.1102,2.690000057,Y,36.36360168,0.033,0.001,SE,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
INVEB SS,INVESTOR AB-B,Financials,Financial Services,81734.81407,99429445.9,0.0008,916948.1102,2.690000057,Y,36.36360168,0.033,0.001,SE,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
CNQ CT,CAN NATURAL RES,Energy,"Oil, Gas & Consumable Fuels",81524.51165,99429445.9,0.0008,122888.093,4.960000038,#N/A N/A,27.27269936,21491.114,986.003,CA,95,High Risk,100,100,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
CS FP,AXA,Financials,Insurance,81434.95605,99429445.9,0.0008,82905.50047,4.260000229,Y,56.25,19.988,0.595,FR,99,High Risk,0,0,0,1.63,Y,Y,#N/A N/A
GD UN,GENERAL DYNAMICS,Industrials,Aerospace & Defense,81225.48707,99429445.9,0.0008,91252.48707,7.039999962,#N/A N/A,23.07690048,308.066,17.919,US,80,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
RJHI AB,AL RAJHI BANK,Financials,Banks,81156.02234,99429445.9,0.0008,#N/A N/A,2.549999952,#N/A N/A,0,1164.634,106.055,SA,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
REL LN,RELX PLC,Industrials,Professional Services,81110.48236,99429445.9,0.0008,69982.00288,5.53000021,Y,40,5.196,1.226,GB,89,High Risk,0,0,0,1.6,Y,Y,#N/A N/A
6098 JT,RECRUIT HOLDINGS,Industrials,Professional Services,80975.97114,99429445.9,0.0008,11781183.43,5.699999809,N,37.5,8.465,0.392,JP,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
9983 JT,FAST RETAILING,Consumer Discretionary,Specialty Retail,80377.70363,99429445.9,0.0008,11768781.91,2.809999943,Y,10,11.07,5.042,JP,90,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
APH UN,AMPHENOL CORP-A,Information Technology,"Electronic Equipment, Instrume",79934.37931,99429445.9,0.0008,82363.37931,4.590000153,#N/A N/A,33.33330154,50.638,33.519,US,81,High Risk,0,0,0,3.14,#N/A N/A,#N/A N/A,#N/A N/A
GILD UW,GILEAD SCIENCES,Health Care,Biotechnology,79759.52244,99429445.9,0.0008,100151.5224,5.710000038,Y,33.33330154,53.888,4.619,US,86,High Risk,0,0,0,1.98,#N/A N/A,#N/A N/A,#N/A N/A
CNR CT,CAN NATL RAILWAY,Industrials,Ground Transportation,79209.85295,99429445.9,0.0008,127845.3433,4.539999962,Y,54.54550171,5238.557,467.291,CA,53,Moderate Risk,6.0435,0,6.0435,3.2,#N/A N/A,#N/A N/A,#N/A N/A
CDNS UW,CADENCE DESIGN,Information Technology,Software,78837.2198,99429445.9,0.0008,78474.1138,4.369999886,#N/A N/A,30,7.55,1.035,US,84,High Risk,0,0,0,2.04,Y,Y,#N/A N/A
ACWA AB,ACWA POWER CO,Utilities,Independent Power and Renewabl,78592.01459,99429445.9,0.0008,315813.474,1.419999957,#N/A N/A,#N/A N/A,8193.572,5837.635,SA,87,High Risk,74.1982,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
000858 C2,WULIANGYE YIBI-A,Consumer Staples,Beverages,78495.14285,99429445.9,0.0008,456941.1058,3.00999999,N,20,376.304,41.581,CN,79,Moderate Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
